INSERT INTO User VALUES ('-500', 'Jaime Tan', 'P00500', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-366', 'Ivanna Hickman', 'P00366', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-365', 'Frederick Ong', 'P00365', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-364', 'Christina Koh', 'P00364', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-363', 'Kathryn Sze', 'P00363', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-362', 'Mathias Kwok', 'P00362', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-361', 'Philip Koh', 'P00361', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-360', 'Lawrence Chin', 'P00360', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-359', 'Mira Kim', 'P00359', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-358', 'Chandler Koh', 'P00358', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-357', 'Frederick Khoo', 'P00357', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-356', 'Jerry Sim', 'P00356', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-355', 'Zaiden Looi', 'P00355', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-354', 'Kaison Looi', 'P00354', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-353', 'Cataleya Vincent', 'P00353', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-352', 'Adley Hickman', 'P00352', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-351', 'Chandler Yong', 'P00351', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-350', 'Celine Sze', 'P00350', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-349', 'Christina Ma', 'P00349', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-348', 'Milani Yap', 'P00348', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-347', 'Luciano Ma', 'P00347', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-346', 'Hank Lyons', 'P00346', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-345', 'Lorelai Siew', 'P00345', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-344', 'Rocco Siew', 'P00344', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-343', 'Wilder Sim', 'P00343', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-342', 'Keaton Chang', 'P00342', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-341', 'Zachariah Sun', 'P00341', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-340', 'Fernanda Wong', 'P00340', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-339', 'Yusuf Lai', 'P00339', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-338', 'Allyson Liew', 'P00338', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-337', 'Uriah Sze', 'P00337', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-336', 'Hallie Lai', 'P00336', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-335', 'Kendra Krause', 'P00335', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-334', 'Blair Loong', 'P00334', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-333', 'Carly Chau', 'P00333', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-332', 'Katelyn Lim', 'P00332', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-331', 'Niko Sun', 'P00331', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-330', 'Braylen Osborne', 'P00330', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-329', 'Madilynn Yee', 'P00329', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-328', 'Yaretzi Kwok', 'P00328', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-327', 'Leslie Loong', 'P00327', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-326', 'Maia Ha', 'P00326', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-325', 'Macy Tong', 'P00325', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-324', 'Mathew Osborne', 'P00324', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-323', 'Leslie Allen', 'P00323', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-322', 'Alayah Osborne', 'P00322', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-321', 'Selah Chang', 'P00321', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-320', 'Frederick Vincent', 'P00320', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-319', 'Alexia Kim', 'P00319', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-318', 'Tatum Koh', 'P00318', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-317', 'Gunnar Leong', 'P00317', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-316', 'Priscilla Ho', 'P00316', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-315', 'Donald Chong', 'P00315', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-314', 'Tony Khoo', 'P00314', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-313', 'Uriel Lai', 'P00313', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-312', 'Nia Tan', 'P00312', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-311', 'Mallory Lai', 'P00311', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-310', 'Serena Chau', 'P00310', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-309', 'Macy Ng', 'P00309', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-308', 'Kyree Loo', 'P00308', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-307', 'Remy Song', 'P00307', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-306', 'Avianna Chew', 'P00306', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-305', 'Skyla Khoo', 'P00305', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-304', 'Dax Ma', 'P00304', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-303', 'Maia Siew', 'P00303', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-302', 'Gunnar Hickman', 'P00302', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-301', 'Justice Koh', 'P00301', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-300', 'Tiffany Foong', 'P00300', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-299', 'Quentin Conley', 'P00299', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-298', 'Serena Goh', 'P00298', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-297', 'Cade Chua', 'P00297', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-296', 'Mauricio Koh', 'P00296', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-295', 'Mathias Krause', 'P00295', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-294', 'Hugo Looi', 'P00294', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-293', 'Gerardo Law', 'P00293', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-292', 'Addyson Chau', 'P00292', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-291', 'Giuliana Ma', 'P00291', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-290', 'Mallory Wong', 'P00290', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-289', 'Jayson Conley', 'P00289', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-288', 'Maia Lim', 'P00288', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-287', 'Royal Kwok', 'P00287', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-286', 'Carly Wong', 'P00286', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-285', 'Elianna Hickman', 'P00285', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-284', 'Colette Kim', 'P00284', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-283', 'Hanna Ramirez', 'P00283', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-282', 'Celeste Conley', 'P00282', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-281', 'Meredith Yap', 'P00281', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-280', 'Niko Leong', 'P00280', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-279', 'Maximilian Lyons', 'P00279', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-278', 'Jimmy Vincent', 'P00278', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-277', 'Derrick Lyons', 'P00277', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-276', 'April Chew', 'P00276', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-275', 'Milani Yee', 'P00275', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-274', 'Leighton Song', 'P00274', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-273', 'Uriah Loh', 'P00273', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-272', 'Jamari Li', 'P00272', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-271', 'Rory Chong', 'P00271', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-270', 'Omari Lyons', 'P00270', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-269', 'Alexia Looi', 'P00269', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-268', 'Nasir Yee', 'P00268', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-267', 'Maisie Yee', 'P00267', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-266', 'Alonzo Chin', 'P00266', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-265', 'Jasiah Loh', 'P00265', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-264', 'Edith Wong', 'P00264', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-263', 'Colette Loh', 'P00263', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-262', 'Corey Kwok', 'P00262', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-261', 'Asa Goh', 'P00261', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-260', 'Cayson Tan', 'P00260', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-259', 'Soren Yee', 'P00259', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-258', 'Sarai Sze', 'P00258', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-257', 'Rowen Yong', 'P00257', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-256', 'Dayana Loh', 'P00256', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-255', 'Avianna Wong', 'P00255', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-254', 'Willa Yong', 'P00254', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-253', 'Mabel Hickman', 'P00253', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-252', 'Lacey Ramirez', 'P00252', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-251', 'Pierce Chua', 'P00251', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-250', 'Lewis Li', 'P00250', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-249', 'Cannon Ha', 'P00249', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-248', 'Madilynn Chong', 'P00248', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-247', 'Bristol Sim', 'P00247', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-246', 'Aisha Clark', 'P00246', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-245', 'Wilder Looi', 'P00245', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-244', 'Camryn Tong', 'P00244', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-243', 'Mohammad Chin', 'P00243', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-242', 'Kynlee Ramirez', 'P00242', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-241', 'Brendan Ng', 'P00241', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-240', 'Ariyah Osborne', 'P00240', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-239', 'Mira Osborne', 'P00239', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-238', 'Macie Hickman', 'P00238', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-237', 'Lilith Khoo', 'P00237', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-236', 'Elisa Gomez', 'P00236', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-235', 'Uriah Chin', 'P00235', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-234', 'Savanna Ha', 'P00234', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO User VALUES ('-233', 'Renata Lyons', 'P00233', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
